track_artist,released_year,danceability,energy,valence,tempo,number_of_songs
Flip Capella,2019,70.8,73.8,58.2,126.0,2
Flipp Dinero,2018,79.2,74.3,74.2,150.0,1
Flipp Dinero,2019,82.6,63.5,80.8,120.0,1
Flipsyde,2005,55.2,65.3,29.3,93.9,1
Fliptrix,2012,62.0,65.5,54.8,94.7,1
Flo Rida,2008,91.8,60.9,30.4,128.0,1
Flo Rida,2010,61.6,86.9,47.3,128.0,1
Flo Rida,2012,68.8,87.7,65.6,121.3,4
Flo Rida,2015,70.7,81.2,71.6,126.0,4
Flo Rida,2017,73.7,74.7,76.2,122.0,1
Flo Rida,2018,67.8,87.0,22.8,127.8,1
FloFilz,2020,76.4,43.8,95.1,174.0,1
Floetry,2002,72.8,52.1,54.5,103.9,2
Floor Bangas,2012,90.4,75.8,76.9,120.6,1
Flor de Toloache,2019,63.3,34.9,13.9,80.7,1
Florence Black,2019,64.2,78.4,55.2,112.0,2
Florian Picasso,2015,73.1,90.9,43.7,128.0,1
Florian Picasso,2016,66.3,96.9,38.0,128.1,1
Florida Georgia Line,2012,45.7,94.8,87.8,148.0,1
Florin Gindu,2016,53.4,65.9,89.5,90.3,1
Flosstradamus,2013,60.2,97.0,73.6,165.1,1
Flosstradamus,2015,68.6,96.9,78.9,155.0,1
Flosstradamus,2016,61.3,87.9,49.7,77.0,1
Flosstradamus,2018,66.2,93.6,39.2,152.5,2
Flovry,2019,50.0,16.0,28.4,75.3,1
FlowBack,2019,75.1,78.0,68.4,126.0,2
Flowbee,2005,63.4,94.4,70.4,127.0,1
Fluex,2018,63.1,93.9,35.3,128.0,1
Flug,2018,66.0,89.9,4.9,129.0,1
Flughand,2017,49.6,10.1,62.0,59.6,1
Flughand,2019,79.8,50.3,53.7,82.1,1
Flume,2016,56.2,54.4,26.3,97.3,4
Flume,2017,42.5,77.8,37.8,135.2,3
Flume,2019,62.1,69.1,26.0,132.0,3
Flux Pavilion,2015,52.6,89.0,50.8,147.5,2
Flux Pavilion,2016,33.7,89.3,29.1,99.7,1
Flux Pavilion,2019,65.8,93.4,20.9,128.0,1
Fly,2019,59.1,63.9,31.8,75.6,1
Fly By Midnight,2019,54.8,71.5,39.3,159.9,1
Fly Ty,2016,86.2,61.7,33.0,139.9,1
Flyboiz,2019,69.6,42.7,95.7,85.0,1
Flying Colors,2014,43.2,84.9,32.4,146.0,1
Flying Lotus,2007,60.3,60.6,40.3,93.1,1
Flying Lotus,2014,52.6,93.6,28.3,81.3,1
Flying Lotus,2019,69.1,68.9,17.1,143.0,1
Flyleaf,1905,43.1,95.9,26.9,153.9,1
Flyleaf,2014,33.5,91.2,49.8,190.0,1
Flylitegemini,2019,18.9,72.3,66.7,180.5,1
Flynn,2018,49.7,34.5,66.9,77.7,1
Flyte,2015,67.9,83.0,59.2,113.9,1
Foals,2013,63.9,74.4,82.5,128.0,1
Foals,2015,65.9,79.2,46.6,108.0,1
Focus,1905,26.7,72.2,34.7,184.1,1
Focus the Truth,2017,62.4,72.2,73.4,90.0,1
Foghat,1905,42.2,70.8,54.4,114.1,3
Foley,2019,74.5,63.2,80.8,102.0,1
Fonseca,1905,61.0,90.5,92.2,182.1,1
Fonseca,2005,69.6,84.8,89.8,102.0,1
Fonseca,2006,77.2,91.7,70.0,102.0,1
Fonseca,2008,51.3,90.3,68.2,93.5,1
Fonseca,2015,59.7,91.4,89.3,198.0,1
Fonseca,2018,76.4,76.0,51.3,92.1,1
Foo Fighters,1997,39.5,92.1,40.4,162.1,3
Foo Fighters,1999,46.5,91.9,53.7,136.0,1
Foo Fighters,2006,47.2,53.2,31.2,103.4,2
Foo Fighters,2007,41.7,92.4,36.5,159.9,2
Foo Fighters,2009,53.4,56.8,55.2,153.1,2
Foo Fighters,2011,42.5,75.3,31.6,137.3,3
Foo Fighters,2014,28.1,81.3,35.6,173.1,4
Foo Fighters,2017,42.0,90.0,45.9,135.9,1
For All Seasons,2017,63.4,86.6,48.2,106.0,1
Foreign Air,2015,57.9,58.4,39.3,80.0,1
Foreign Air,2016,61.9,80.5,45.0,102.0,1
Foreign Air,2019,22.9,91.5,30.5,178.0,1
Foreigner,1905,58.7,70.5,65.3,136.5,7
Foreigner,1977,52.8,64.9,47.1,121.1,2
Foreigner,1984,47.7,47.1,42.3,81.2,1
Foreigner,2008,55.9,81.2,59.1,137.0,5
Foreigner,2017,24.8,51.6,36.3,201.9,1
Forester,2019,51.1,56.8,3.8,107.0,1
Formal One,2018,54.9,94.9,16.9,160.0,1
Formell,2015,50.9,85.5,63.8,172.5,1
Formula,2005,21.1,80.9,43.9,118.3,1
Fort Minor,2005,68.8,83.5,88.0,84.9,1
Fortuno,2019,49.4,21.6,25.4,121.0,1
Foster The People,2011,73.3,71.0,96.5,128.0,1
Foster The People,2014,64.4,68.0,77.8,113.9,1
Foster The People,2017,63.8,73.8,65.7,97.0,1
Foster The People,2019,74.4,64.2,63.0,95.0,1
Fotty Seven,2019,74.0,72.1,33.1,120.0,1
Fouk,2015,93.0,51.1,83.2,117.5,2
Fouk,2016,90.5,72.3,96.3,118.0,1
Fouli,2019,84.3,67.1,74.5,101.9,1
Fountains Of Wayne,2003,77.4,75.0,92.5,118.0,1
Four Tet,2019,75.8,76.5,43.3,135.0,1
Four Year Strong,2020,55.9,92.6,72.0,101.0,1
Foxa,2019,68.0,82.2,39.1,120.8,5
Foxx,2007,84.7,81.1,67.6,82.0,1
Foxy Brown,1996,91.3,51.4,65.3,107.0,1
Foxy Brown,2003,77.6,49.2,31.2,96.1,1
Foxy Brown,2014,77.7,47.4,33.6,96.1,1
Foy Vance,2016,55.0,30.5,20.5,139.9,1
Fozzy,2017,39.1,93.0,50.2,180.0,1
Fozzy,2019,39.9,93.0,33.0,92.8,1
Fra Lippo Lippi,1905,45.3,18.3,44.0,100.2,1
Fra Lippo Lippi,1987,75.1,42.2,71.5,123.9,1
Fra Lippo Lippi,1992,76.6,51.9,85.6,118.2,1
Fractite,2020,74.0,12.3,20.5,91.0,1
Fragma,2008,73.2,60.6,90.3,130.1,1
Framing Hanley,2014,50.3,84.7,30.6,164.0,1
Fran Lover,2019,64.9,91.8,80.2,92.1,1
Franc Moody,2017,81.8,56.2,57.0,125.0,1
Franc Moody,2018,74.2,63.2,71.6,150.6,2
Francesca Michielin,2019,60.6,56.8,24.4,106.0,1
Francis Davila,2017,50.6,88.0,38.9,123.0,1
Francisca La Braza,2018,71.9,70.7,84.8,164.0,1
Francisca Valenzuela,2020,60.4,69.3,37.1,162.1,1
Franco Masini,2019,65.2,66.4,56.2,122.0,2
Frank Brinelle,2018,65.5,54.3,38.4,199.9,1
Frank Cherryman,2012,79.9,54.3,62.1,128.0,1
Frank Mccomb,2000,65.2,41.0,43.6,94.8,5
Frank Ocean,2011,70.8,58.8,54.0,126.8,2
Frank Ocean,2012,62.1,47.7,45.3,118.4,7
Frank Ocean,2014,66.4,67.4,23.4,104.0,1
Frank Ocean,2016,48.1,29.5,37.1,120.3,10
Frank Ocean,2017,68.8,42.7,40.2,129.0,4
Frank Ocean,2018,24.0,11.6,9.4,77.4,1
Frank Ocean,2019,86.1,64.7,67.0,158.0,1
Frank Pierce,2017,68.7,86.5,60.1,94.0,1
Frank Reyes,1905,91.9,57.9,94.1,130.2,1
Frank Reyes,2019,72.2,78.7,96.7,125.3,1
Frank Walker,2018,63.4,71.7,51.4,92.0,2
Frank Walker,2019,79.2,72.4,42.9,110.0,1
Frank Zappa,1974,44.7,88.8,67.9,146.2,1
FrankJavCee,2017,75.9,47.4,72.3,100.0,1
Frankie Bones,2017,73.8,88.2,36.7,128.0,1
Frankie Goes To Hollywood,1905,67.7,83.0,70.5,114.9,1
Frankie Ruiz,2017,78.3,68.7,96.0,94.7,1
Frankie Valli,1905,70.0,62.2,71.6,116.5,2
Franklin Embry,2014,66.1,61.3,51.8,146.1,1
Franklin Embry,2016,73.7,62.5,50.4,113.9,1
Franky Rizardo,2012,80.0,86.9,23.7,124.0,1
Franky Wah,2019,60.8,83.4,22.4,125.0,2
Frans,2016,71.6,64.9,49.7,111.0,1
Frans,2019,84.5,67.3,91.4,110.0,1
Franz Ferdinand,1905,27.8,67.6,49.4,104.6,1
Franz Ferdinand,2005,50.0,88.8,64.9,123.6,2
Frawley,2019,59.4,75.2,54.9,175.0,2
Freak Daddy,2019,73.2,94.7,57.2,100.0,1
Freak Nasty,1996,95.3,42.8,72.3,131.7,1
Freak Nasty,2006,83.0,65.1,56.5,135.3,1
Freakangel,2011,46.3,95.5,30.8,140.0,1
Fred De Palma,2018,69.8,77.4,62.2,137.0,2
Fred De Palma,2019,78.4,67.8,50.5,108.6,5
Fred Falke,2010,68.8,87.0,35.7,126.0,1
Fred Hammond,1997,24.1,44.5,20.5,78.4,1
Fred Hammond,2000,48.8,68.5,29.4,122.5,3
Fred Hammond,2003,32.5,97.4,66.2,186.6,1
Fred Hammond,2014,20.8,57.2,14.4,171.1,1
Freddie Gibbs,2014,46.8,68.1,44.8,124.1,2
Freddie Jackson,1985,70.0,25.4,40.8,91.4,1
Freddie Joachim,2019,74.3,45.2,39.5,80.0,1
Freddy Moreira,2016,83.8,90.8,75.7,105.0,4
Freddy Moreira,2017,87.9,84.6,62.5,100.0,1
Fredo,2019,85.9,61.9,63.1,132.0,1
Fredro Starr,2013,62.8,67.0,27.8,113.4,4
Free,1970,78.7,47.2,82.4,120.1,1
Free,1991,71.0,62.4,79.7,120.4,1
Free,2005,50.1,48.0,69.3,104.7,1
Free,2012,42.7,79.0,46.9,126.9,1
Free Nationals,2018,55.2,74.1,71.8,69.7,1
Free Shots,2019,80.8,89.8,74.2,123.1,2
FreeG,2017,58.9,74.5,34.8,128.0,1
FreeGuerrero,2019,76.3,84.0,59.3,120.0,1
Freedumb,2016,25.2,90.9,41.0,130.3,1
Freedumb,2017,52.5,88.3,57.1,115.0,1
Freeeze,2013,70.4,85.2,70.9,118.5,1
Freestyle,2007,90.9,70.7,55.2,124.4,2
Freestyle,2013,78.0,76.6,75.0,124.9,1
Freestyle Fellowship,1999,85.6,55.8,65.8,101.7,2
Freestylers,2016,77.9,70.8,83.9,127.9,1
Freischwimmer,2016,80.5,82.5,84.9,124.0,1
Fremmed,2019,85.2,78.7,63.6,128.0,1
French Braids,2019,70.6,53.5,44.4,110.9,1
French Montana,2016,75.5,56.9,25.8,126.7,2
French Montana,2017,72.7,72.2,52.0,99.0,2
French Montana,2018,76.5,70.4,49.8,147.1,1
French Montana,2019,78.4,85.8,68.8,114.8,5
Frenna,2015,63.8,81.3,68.9,130.1,1
Frenna,2018,75.9,62.5,62.6,120.1,1
Frenna,2019,85.7,65.9,67.4,111.2,5
Fresh Faces,2018,81.7,58.6,51.4,120.0,1
Fresku,2010,65.4,91.7,44.7,93.1,1
Freya Ridings,2019,67.2,75.2,42.9,116.9,1
Frida Sundemo,2014,48.3,60.8,16.6,142.0,1
Friday Night Plans,2019,74.3,61.2,75.7,102.3,1
Friendly Fires,1905,70.3,71.9,46.2,112.0,1
Friendly Fires,2018,64.7,86.0,78.5,118.0,1
Friends In Paris,2017,55.4,45.8,18.9,123.7,1
Friends in Tokyo,2015,45.8,73.3,53.5,62.5,1
Friendzone,2019,44.8,74.3,37.1,128.0,1
Frijo,2019,83.1,67.6,71.7,119.6,3
Friz,2019,85.2,46.3,47.9,127.0,1
From Ashes to New,2018,40.2,93.2,40.0,119.5,2
From Ashes to New,2019,54.7,93.8,18.5,155.0,1
From Inside,2016,40.5,92.0,40.7,140.1,1
From Inside,2020,41.5,77.7,21.0,150.0,1
Front Country,2016,57.2,39.9,85.5,180.0,1
Frosty,2019,91.3,49.1,75.7,140.0,1
Frozen Plasma,1905,59.1,86.6,56.0,135.0,1
Frozen Plasma,2006,51.9,96.3,17.2,125.0,1
Frozen Plasma,2008,61.3,98.9,92.8,130.0,1
Frozen Plasma,2009,60.5,99.7,81.6,130.0,1
Fruko Y Sus Tesos,2015,81.5,88.5,90.6,113.8,1
Fryars,2014,64.9,83.5,29.8,121.0,1
Fuego,2011,79.4,88.2,64.2,117.0,1
Fuego,2016,81.7,62.7,93.2,120.0,1
Fuego,2018,82.3,63.0,18.4,100.0,1
Fuego,2019,74.2,57.9,36.2,136.5,2
Fuff,2017,71.0,86.9,59.0,126.0,1
Fufu Banana,2020,57.1,80.1,67.3,90.0,1
Fugees,1905,69.0,48.3,58.8,101.8,3
Fugees,1996,76.5,29.0,50.6,92.4,1
Fukkk Offf,2018,68.4,81.8,32.1,120.5,2
Fukkk Offf,2019,84.3,84.4,72.7,128.0,1
Fulanito,1997,68.1,90.7,94.0,149.9,1
Full Crate,2018,71.2,29.5,13.4,115.1,1
Full Force,1989,82.6,70.9,77.9,109.9,1
Full Force,2001,80.6,84.1,62.1,115.1,1
Fullbeta,2019,77.1,46.7,72.2,169.9,1
Fullife,2015,52.3,81.7,41.7,100.0,1
Fullife,2019,80.5,88.8,34.2,108.0,1
Funambulista,2020,57.5,40.4,35.7,61.7,1
Funi,2019,53.5,86.6,3.6,120.0,1
Funk Machine,2019,61.1,83.2,30.2,130.8,5
Funkadelic,1974,74.7,77.7,75.7,116.1,1
Funker Vogt,2013,60.9,93.0,77.1,128.0,1
Funkerman,2008,81.2,65.0,56.3,127.0,1
Funkmaster Flex,1999,57.1,94.1,81.4,188.6,1
Funkstar De Luxe,2019,59.9,92.9,14.1,130.0,1
Funky,2009,77.5,92.4,75.5,98.2,1
Funky,2015,72.9,83.3,68.8,99.7,3
Funky,2017,75.2,80.3,63.9,92.0,1
Funky,2018,73.9,83.2,56.6,115.4,5
Funky DL,2011,74.5,72.2,72.9,94.4,1
Funky Notes,2019,52.2,56.6,53.8,125.6,2
Funky XV,2019,70.0,71.2,42.8,101.1,2
Furia,2019,62.8,94.4,3.6,126.0,1
Fuse ODG,2016,85.2,92.9,63.6,110.7,1
Fuse ODG,2019,86.8,86.2,62.3,127.0,1
Fusion Groove Orchestra,2016,98.3,93.6,87.8,126.0,1
Future,2012,64.1,67.9,33.9,125.0,1
Future,2015,71.6,57.6,37.9,157.6,5
Future,2016,70.4,55.0,24.5,135.6,4
Future,2017,76.6,54.8,32.6,147.4,10
Future,2018,77.0,56.0,43.2,155.5,2
Future,2019,75.2,63.6,29.9,137.2,5
Future,2020,67.6,60.9,50.8,142.0,1
Future Islands,2014,49.8,72.1,58.9,140.0,1
Future Trance United,2018,55.6,98.1,3.4,130.0,1
Futurist,2019,46.4,58.6,23.7,89.9,1
Futuristic,2015,67.0,86.8,67.9,140.2,1
Futuristic Polar Bears,2019,62.2,89.2,32.5,129.0,2
Fuzo,2020,77.3,92.0,21.9,126.0,1
Fytch,2019,41.0,81.4,47.1,139.9,1
G Herbo,2014,40.1,83.3,31.8,142.6,1
G Unit,2017,82.8,67.4,34.3,137.6,2
GAB,2019,73.3,68.9,32.4,123.9,1
GALXARA,2019,41.1,70.8,60.4,140.9,1
GAMBOA,2019,68.2,59.8,65.1,160.1,1
GARZA,2019,60.9,75.0,9.8,105.0,1
GARZI,2019,51.3,74.8,13.5,156.1,1
GASHI,2017,72.2,68.4,33.0,143.4,2
GASHI,2018,44.9,59.7,50.5,134.6,1
GASHI,2019,71.2,77.5,41.6,124.9,7
GAWVI,2016,62.2,67.5,38.9,119.4,5
GAWVI,2017,69.8,69.6,41.7,113.6,6
GAWVI,2018,53.5,66.2,43.5,168.0,2
GD X TAEYANG,2014,74.5,82.5,24.2,95.0,1
GENERATIONS from EXILE TRIBE,2019,74.6,80.5,84.3,145.0,1
GEOTHEORY,2015,73.2,70.5,6.3,119.9,1
GFRIEND,2019,76.4,83.6,51.0,111.9,1
GHOST DATA,2017,66.6,76.7,66.5,120.0,1
GIGEE,2019,68.0,76.5,20.1,125.0,1
GLDN,2019,72.4,72.3,40.4,110.0,2
GNAR,2018,70.6,67.7,83.2,157.8,1
GNAR,2019,76.2,70.9,53.7,174.0,1
GRAVEDGR,2019,59.0,97.0,11.9,82.5,1
GRiZ,1905,57.9,88.6,39.9,103.0,1
GRiZ,2015,70.8,88.7,81.1,110.0,1
GRiZ,2016,51.4,63.8,27.0,135.9,2
GUILC,2019,76.6,94.0,51.1,124.0,1
GZA,1995,72.7,65.6,33.9,90.0,4
Gabin,2002,72.7,66.9,53.9,115.8,1
Gabo Viera,2019,71.3,84.8,87.0,90.0,1
Gabri V,2019,81.1,40.3,53.9,140.0,1
Gabriel,2019,79.9,82.7,61.3,119.0,1
Gabriel Tirado,2019,92.9,71.6,91.2,135.0,1
GabrielRodriguezEMC,2018,71.1,78.4,54.7,127.2,2
Gabrielle Aplin,2016,55.4,74.5,22.5,112.4,2
Gaby Zambrano,2017,65.5,80.6,73.9,182.0,1
Gagan Kokri,2019,80.8,77.1,72.7,91.0,1
Gagexa,2018,64.1,64.4,12.2,162.1,1
Galactus Jack,2016,61.2,68.7,24.9,128.0,1
Galactus Jack,2017,72.2,63.5,36.4,107.0,1
Galactus Jack,2018,64.9,71.1,79.7,150.0,1
Galantis,2014,45.7,88.3,18.9,134.3,7
Galantis,2015,64.4,89.8,40.9,127.5,4
Galantis,2016,70.2,84.5,60.0,127.0,2
Galantis,2017,63.6,75.4,58.9,111.0,2
Galantis,2018,58.9,77.3,41.2,122.0,4
Galantis,2019,64.1,86.4,54.0,123.0,4
Galantis,2020,55.7,51.8,35.4,110.3,1
Galardo,2019,74.8,47.8,35.0,121.5,2
Galavant,2014,51.3,95.6,33.5,128.0,1
Gallant,2015,45.4,57.9,40.3,119.4,1
Gallant,2016,36.3,70.3,33.5,179.3,1
Gamma Skies,2019,71.2,50.6,50.2,93.0,1
Gamora,2017,65.0,84.9,56.1,117.4,2
Gamora,2018,76.4,52.3,67.8,84.0,3
Gana Bala,2016,77.9,49.2,72.0,95.0,1
Gang Starr,1992,63.8,70.7,50.9,89.1,1
Gang Starr,1994,80.8,72.6,61.6,96.1,1
Gang Starr,1999,65.8,62.5,90.5,84.2,1
Gang Starr,2006,61.7,87.8,82.3,193.4,1
Gang Starr,2019,72.0,76.8,70.9,90.2,1
Gangsta Boo,1998,89.8,56.0,46.5,146.5,1
Garbage,1905,54.1,82.3,54.1,133.8,3
Garbage,2016,44.3,94.4,26.2,109.5,1
Gareth Emery,2014,50.9,81.1,14.8,128.5,4
Gareth Emery,2016,55.2,89.7,49.0,128.0,2
Garmiani,2012,59.6,91.0,48.4,128.0,1
Garmiani,2015,72.9,97.0,67.1,140.0,1
Garmiani,2016,67.5,99.2,48.3,128.0,1
Garmiani,2017,74.8,97.3,67.2,128.1,1
Garmiani,2019,61.5,98.5,63.5,120.4,3
Garry Sandhu,2017,81.4,66.6,71.4,94.0,1
Gary Caos,2019,73.3,67.6,65.5,124.0,1
Gary Jules,2002,34.5,5.8,30.4,174.1,1
Gary Moore,1905,32.5,81.4,40.0,164.8,4
Gary Moore,1985,43.9,94.7,35.9,180.0,1
Gary Numan,1905,59.8,55.6,64.1,127.9,2
Gary Numan,2008,42.5,75.2,41.7,94.1,1
Gary Wright,1905,26.6,38.9,14.8,140.2,1
Gas Lab,2017,59.9,47.5,51.0,131.6,1
Gaspar,2019,53.8,96.5,7.4,130.0,1
Gaullin,2017,81.1,65.8,35.7,126.5,2
Gaullin,2018,75.8,67.1,25.8,126.4,5
Gaullin,2019,57.0,87.3,23.6,125.1,1
Gavin DeGraw,2016,61.7,61.5,56.4,125.9,1
Gavin Haley,2019,53.3,50.0,14.0,99.8,1
Gavin Haley,2020,73.1,22.1,44.5,101.0,1
Gavin James,2016,57.0,83.8,31.5,104.6,3
Gavin James,2017,57.8,76.8,34.7,101.9,1
Gavin Santi,2019,70.8,50.1,54.7,128.0,1
Gavlyn,2014,87.6,62.1,22.5,119.0,1
Gazzelle,2019,74.4,61.4,56.6,122.4,2
Gear,2019,42.8,38.6,36.0,105.8,1
Geassassin,2019,76.6,61.4,60.9,166.0,1
Geek Boy,2015,50.6,74.6,30.9,73.0,1
Geek Boy,2019,66.7,95.9,48.7,131.0,1
Geko,2019,70.3,88.5,91.3,106.9,1
Gemeliers,2019,73.3,63.3,73.0,100.0,1
Gemini Syndrome,2013,45.3,98.2,42.4,114.5,1
Gemitaiz,2018,69.9,63.0,39.2,133.1,2
Gemitaiz,2019,87.3,66.0,62.8,131.0,2
Gemma Ray,2010,36.1,19.3,37.1,172.4,1
Genairo Nvilla,2011,79.2,80.0,20.1,128.0,1
Genairo Nvilla,2014,72.6,98.2,14.6,127.5,2
Genairo Nvilla,2016,73.6,94.5,35.3,126.0,3
Genairo Nvilla,2017,82.8,86.6,53.7,108.0,2
Genairo Nvilla,2018,84.4,91.3,28.2,127.0,1
Gene Loves Jezebel,1987,56.5,73.0,69.2,111.6,1
Gene Loves Jezebel,2007,55.7,86.6,68.7,130.6,1
General Public,2012,56.4,85.8,84.7,89.9,1
Generation DJ,2010,66.2,95.2,54.8,131.0,1
Generation X,2011,43.9,82.2,88.4,176.7,1
Genesis,1971,40.5,73.6,50.0,131.1,1
Genesis,1973,29.5,53.6,20.4,82.7,1
Genesis,1986,65.3,74.1,65.2,116.6,3
Genesis,1991,91.6,52.3,88.0,107.6,1
Genio,2019,65.6,67.1,68.2,175.8,1
Genital Motors,2019,75.0,65.1,69.4,115.0,1
Gente De Zona,2016,66.5,92.9,80.5,106.4,3
Gente De Zona,2018,75.9,90.6,57.5,93.0,1
Gente De Zona,2019,79.9,84.2,88.7,98.3,3
Gentle Bones,2015,47.2,61.7,26.6,120.5,1
Gentle Bones,2018,70.8,48.5,28.1,140.0,1
Gentle Giant,1972,63.0,44.2,34.9,95.4,1
Geoffroy,2017,65.6,41.3,39.4,77.0,1
George Clinton,1982,89.9,49.1,82.6,107.7,1
George Ezra,2014,71.4,45.1,40.6,127.8,1
George Ezra,2018,61.3,71.2,58.7,123.4,2
George Harrison,1970,45.4,77.1,70.9,127.9,6
George Harrison,1973,37.3,57.0,63.1,81.3,1
George Harrison,1979,67.8,46.4,25.2,114.2,2
George Harrison,1981,55.5,63.9,51.8,125.8,1
George Harrison,1987,63.7,72.7,67.5,120.8,2
George Harrison,2002,68.3,56.0,58.4,99.8,2
George Harrison,2009,46.0,67.4,53.6,101.1,2
George Michael,1987,88.7,48.0,60.7,95.8,1
George Michael,1998,50.3,59.0,52.0,144.8,2
George Ogilvie,2015,44.5,22.2,7.8,114.5,1
George Strait,1982,60.6,36.1,62.1,121.1,1
George Strait,1997,62.9,47.9,34.5,138.2,1
Georgia,2018,69.1,76.6,25.7,100.0,1
Georgia,2019,63.3,83.2,19.8,110.0,1
Georgia Anne Muldrow,2015,60.4,81.4,60.6,92.0,1
Georgia Dutton,2019,78.4,32.4,65.0,103.0,1
Georgia Ku,2019,66.0,82.7,61.1,115.4,1
Geoxor,2016,36.9,93.5,26.4,174.3,1
Gepe,2015,54.0,78.3,31.1,123.0,1
Gepe,2017,59.2,48.7,63.8,170.3,1
Gera MX,2019,82.2,55.8,61.0,85.0,3
Gerald Levert,2001,68.1,53.4,34.3,120.1,1
Geraldo Pino,1905,66.2,86.8,86.6,136.1,1
Gerry Rafferty,1905,64.0,33.6,59.6,121.0,2
Gerstronik,2017,75.1,65.9,57.4,128.0,1
Gerstronik,2018,82.4,84.5,84.9,105.0,1
Gesaffelstein,1905,66.3,67.5,17.6,101.0,1
Gesaffelstein,2019,63.7,94.0,9.0,107.1,1
Getfar,2008,64.8,84.0,42.0,127.0,1
Geto Boys,1991,84.8,51.7,54.6,127.5,2
Geto Boys,1992,83.6,70.9,53.8,91.5,2
Geto Boys,1993,80.5,61.8,69.0,111.6,8
Geto Boys,1996,68.3,65.4,44.7,83.8,5
Geto Boys,1998,77.8,66.6,54.9,88.6,6
Geto Boys,2013,76.7,94.3,64.2,89.4,1
Getter,2017,73.5,93.3,11.6,130.0,1
Getter,2018,70.0,86.4,17.8,143.9,3
Getter,2019,60.9,63.1,6.9,130.0,1
Ghali,2019,72.7,87.1,96.3,95.0,1
Ghastly,2019,68.9,94.5,31.6,126.0,2
Ghetto Kids,2019,84.7,73.6,87.6,160.0,1
Ghetto Sage,2019,56.0,53.7,63.9,79.1,1
Ghost,2018,52.2,94.4,23.6,124.0,1
Ghost Loft,2015,50.0,69.0,17.9,97.0,1
Ghost Rider,2014,80.9,73.4,6.3,138.0,1
Ghost Town DJs,1996,88.5,47.7,69.1,130.1,1
Ghost like girlfriend,2020,63.6,74.4,48.6,134.0,1
Ghostemane,2015,85.7,75.2,33.8,121.2,4
Ghostemane,2016,68.0,69.1,21.9,133.5,12
Ghostemane,2017,75.0,75.2,30.0,120.2,10
Ghostface Killah,1905,72.8,72.3,58.6,86.0,1
Ghostface Killah,2000,70.0,82.4,51.6,89.2,2
Ghostface Killah,2009,76.2,56.1,73.9,103.0,1
Ghostnaut,2019,69.3,66.7,30.1,89.6,1
Ghostofblu,2017,53.3,85.6,16.3,126.8,3
Giaime,2019,77.5,71.6,25.6,97.0,3
Giaime,2020,76.2,69.7,53.0,92.0,1
Gian Marco,1998,74.8,71.8,62.7,100.0,1
Gian Marco,2004,69.5,75.5,77.0,100.0,1
Gian Marco,2019,76.9,92.6,95.5,105.0,1
Gian Varela,2019,87.4,52.1,42.1,98.0,1
Gianluca Vacchi,2019,81.7,75.7,80.4,134.0,1
Gianna Nannini,2019,46.3,40.5,37.8,140.3,1
Gidge,2014,53.9,61.0,4.0,123.2,1
Gidge,2017,69.0,44.2,10.0,114.0,2
Gigamesh,2016,62.4,76.1,63.7,91.5,1
Giggles,1905,80.7,69.9,85.9,115.2,1
Gigolo Y La Exce,2017,71.4,62.4,50.0,141.0,1
Gigolo Y La Exce,2019,74.0,64.2,63.4,105.3,2
Gil Glaze,2019,68.7,76.7,32.5,110.0,1
Gil Sanders,2018,61.5,92.0,63.7,110.0,1
Gilberto Santa Rosa,2008,77.7,72.0,96.0,163.9,1
Gill Chang,2019,72.0,82.3,18.4,120.0,1
Gilli,2019,80.6,55.0,47.9,120.0,2
Gilligan Moss,2018,71.7,81.7,96.2,126.0,1
Gillionaire,2019,55.0,52.3,8.9,145.0,1
Gin Blossoms,1992,47.1,79.7,49.7,152.9,1
Gina Lanze,2007,70.2,87.7,92.9,124.2,1
Ginji Ito,1905,68.2,9.0,41.2,116.8,1
Ginkgoa,2019,95.0,80.3,93.2,124.0,1
Gino J,2019,72.0,63.5,35.8,105.9,1
Gino Soccio,1905,90.4,31.6,64.0,121.1,2
Gino Vannelli,1978,58.1,54.8,67.2,139.2,1
Ginostacksz Bravs Tavv,2016,73.3,70.8,55.6,125.1,1
Ginuwine,1905,66.2,53.6,30.5,111.9,1
Ginuwine,1996,82.7,53.3,71.0,116.7,3
Ginuwine,1999,78.6,49.9,79.3,95.8,6
Ginuwine,2003,69.1,54.1,31.9,127.7,1
Ginuwine,2016,74.4,70.2,96.7,142.0,1
Gio Chamba,2019,78.6,82.1,60.4,88.0,1
Giordana Angi,2019,67.7,67.1,23.3,100.1,1
Giorgio Gee,2019,69.6,90.6,17.0,126.1,1
Giorgio Moroder,1994,64.6,60.3,96.0,125.6,1
Giorno,2019,50.2,93.7,28.7,149.9,2
Giovanca,2013,47.5,62.2,67.9,87.0,1
Gippy Grewal,2019,81.6,69.9,64.5,140.0,1
Giraffage,2016,67.6,58.7,48.5,116.0,1
Girl Wilde,2019,58.0,80.3,83.1,171.1,1
Giselle Torres,2020,80.1,88.5,54.3,104.0,1
Giulia Becker,2016,57.8,74.3,20.6,129.6,1
Giusy Ferreri,2019,58.1,89.1,61.6,178.1,1
Giveon,2019,67.3,35.3,45.8,119.8,1
Gizmo,2012,58.9,14.0,32.7,80.8,1
Glaceo,2019,80.9,69.7,44.0,111.0,2
Glades,2015,40.3,86.0,31.1,176.0,1
Glades,2016,60.8,78.0,40.4,111.5,2
Glades,2017,75.2,67.9,66.9,107.0,1
