track_artist,released_year,averagePopularity,averagePopularity
Eddie Vedder,2007,67.0,67.0
Eddy Lover,2008,1.0,1.0
Eddy Walker,2017,0.0,0.0
Eden Project,2016,52.0,52.0
Edge of Silence,2019,38.0,38.0
Editors,1905,56.666666666666664,56.7
Editors,2019,40.0,40.0
Edu Linares,2018,5.0,5.0
Edward Maya,2010,65.0,65.0
Edward Maya,2015,4.0,4.0
Edward Sizzerhand,2019,50.0,50.0
Edwin McCain,1905,70.0,70.0
Edwyn Collins,1905,63.0,63.0
Eelke Kleijn,2019,51.0,51.0
Efecto Pasillo,2013,1.0,1.0
Efecto Pasillo,2017,41.0,41.0
Efecto Pasillo,2019,61.0,61.0
Egypt Central,2011,45.0,45.0
Egypt Central,2019,41.0,41.0
Egzod,2019,48.0,48.0
Ehennuhsen,2018,32.0,32.0
Ehennuhsen,2019,17.0,17.0
Eikon,2018,32.0,32.0
Eisbrecher,2012,55.0,55.0
Eix,2019,58.0,58.0
Ekali,2018,52.0,52.0
Ekali,2019,50.5,50.5
Ekat Bork,2019,48.0,48.0
Eklo,2015,38.0,38.0
Eko Zu,2018,0.0,0.0
El Alfa,2017,56.0,56.0
El Alfa,2018,61.5,61.5
El Alfa,2019,75.5,75.5
El Caribefunk,2015,50.0,50.0
El Chaval de la Bachata,2019,36.0,36.0
El Chombo,1905,51.0,51.0
El Chombo,2016,56.0,56.0
El Combo Loco,2015,44.5,44.5
El DeBarge,1986,42.0,42.0
El DeBarge,2011,0.0,0.0
El Freaky,2019,53.0,53.0
El General,1905,60.0,60.0
El General,2009,62.0,62.0
El Gran Combo De Puerto Rico,1905,56.333333333333336,56.3
El Gran Combo De Puerto Rico,2010,48.0,48.0
El Guincho,2012,28.0,28.0
El Jazzy Chavo,2020,41.0,41.0
El Kanka,2013,56.0,56.0
El Kanka,2018,53.0,53.0
El Kuelgue,2012,62.0,62.0
El Micha,2018,51.0,51.0
El Nene la Amenazzy,2016,0.0,0.0
El Otro Polo,2019,46.0,46.0
El Pinche Mara,2016,7.0,7.0
El Pinche Mara,2019,39.0,39.0
El Profesor,2018,59.0,59.0
El Sawareekh,2017,33.0,33.0
El Simbolo,2007,32.0,32.0
El Super Nuevo,2018,38.0,38.0
Eladio Carrion,2018,0.5,0.5
Eladio Carrion,2019,70.0,70.0
Elben,2019,34.0,34.0
Elbow,2008,56.0,56.0
Elder Island,2016,61.0,61.0
Elderbrook,2015,12.0,12.0
Elderbrook,2018,46.0,46.0
Elderbrook,2019,50.5,50.5
Ele A El Dominio,2019,53.5,53.5
Elea,2011,16.0,16.0
Elea,2013,5.0,5.0
Electric Guest,2012,44.0,44.0
Electric Guest,2017,45.0,45.0
Electric Guest,2019,26.0,26.0
Electric Light Orchestra,1905,45.333333333333336,45.3
Electric Light Orchestra,1976,69.0,69.0
Electric Light Orchestra,1979,70.0,70.0
Electric Light Orchestra,2019,48.0,48.0
Electric Mary,2019,30.0,30.0
Electric Shore,2019,24.0,24.0
Electric Youth,1905,0.0,0.0
Electric Zoo,2019,11.0,11.0
Electrick Village,2017,20.0,20.0
Electrohol,2019,28.0,28.0
Elefante,2002,60.0,60.0
Elektronomia,2017,53.0,53.0
Elemeno P,2003,1.5,1.5
Elements of Music,2015,49.0,49.0
Elephante,1905,0.0,0.0
Elephante,2016,0.0,0.0
Elettra Lamborghini,2018,23.5,23.5
Elettra Lamborghini,2019,32.5,32.5
Elevation Youth,2018,37.0,37.0
Eli Brown,2017,33.0,33.0
Eli Way,2019,56.0,56.0
Eliades Ochoa,1999,35.0,35.0
Eliades Ochoa,2018,39.0,39.0
Elias,2020,73.0,73.0
Elias Ahmad,2019,35.0,35.0
Elias Diaz,2019,39.0,39.0
Elijah Midjord,2019,44.0,44.0
Elin Bergman,2016,34.0,34.0
Elisa,2018,8.0,8.0
Elisa,2019,65.0,65.0
Elissa,2009,2.0,2.0
Elizabeth Grace,2018,38.0,38.0
Elko,2019,40.0,40.0
Ella Collier,2019,38.0,38.0
Ella Fitzgerald,1905,11.0,11.0
Ella Fitzgerald,1996,9.0,9.0
Ella Fitzgerald,2015,32.0,32.0
Ella Henderson,2014,50.0,50.0
Ella Mai,2018,60.5,60.5
Ella Renn,2019,32.0,32.0
Ella Vos,2018,61.0,61.0
Ella Vos,2019,59.0,59.0
Ella Vos,2020,51.0,51.0
Elle King,2015,73.0,73.0
Ellem,2016,39.0,39.0
Elli Ingram,2013,26.0,26.0
Elli Ingram,2017,0.0,0.0
Ellie Goulding,1905,61.0,61.0
Ellie Goulding,2012,57.0,57.0
Ellie Goulding,2013,34.0,34.0
Ellie Goulding,2014,52.5,52.5
Ellie Goulding,2015,47.0,47.0
Ellie Goulding,2018,73.0,73.0
Ellie Goulding,2019,61.833333333333336,61.8
Elliot Moss,2015,56.0,56.0
Elliphant,2014,41.0,41.0
Ellipso,2019,57.0,57.0
Ellise,2019,53.0,53.0
Elmore James,2014,0.0,0.0
Elodie,2019,70.0,70.0
Elohim,2019,60.0,60.0
Eloy,2011,36.0,36.0
Elsa y Elmar,2019,57.0,57.0
Elton John,1970,52.0,52.0
Elton John,1971,79.0,79.0
Elton John,1972,69.0,69.0
Elton John,1973,52.4,52.4
Elton John,1974,59.0,59.0
Elton John,1980,45.0,45.0
Elton John,1990,41.0,41.0
Elton John,2002,14.0,14.0
Elton John,2007,25.5,25.5
Elvin Bishop,1975,60.0,60.0
Elvis Costello,1905,64.0,64.0
Elvis Crespo,1905,50.0,50.0
Elvis Crespo,1998,49.0,49.0
Elvis Crespo,2008,67.0,67.0
Elvis Crespo,2018,53.0,53.0
Elvis Crespo,2019,38.0,38.0
Elvis Presley,1958,73.0,73.0
Elyanna,2019,58.0,58.0
Emassin,2014,16.0,16.0
Emerson Leif,2019,42.0,42.0
Emicida,2019,60.0,60.0
Emile Haynie,2015,0.0,0.0
Emilia,2019,64.0,64.0
Emilie Autumn,2010,25.0,25.0
Emilio,2019,54.0,54.0
Emilio Rojas,2014,9.0,9.0
Emilio Rojas,2019,44.0,44.0
Emily Burns,2019,63.0,63.0
Emily Lind,2019,35.0,35.0
Emily Osment,2010,44.0,44.0
Emily Simbi,2016,14.0,14.0
Emily Vaughn,2017,44.0,44.0
Emily Vaughn,2018,33.0,33.0
Emily Vaughn,2019,36.0,36.0
Eminem,1999,4.5,4.5
Eminem,2000,51.333333333333336,51.3
Eminem,2002,32.0,32.0
Eminem,2003,4.0,4.0
Eminem,2004,2.5,2.5
Eminem,2005,20.6,20.6
Eminem,2006,38.0,38.0
Eminem,2009,0.0,0.0
Eminem,2010,82.0,82.0
Eminem,2013,19.2,19.2
Eminem,2014,48.0,48.0
Eminem,2015,1.0,1.0
Eminem,2018,75.8,75.8
Eminem,2020,75.25,75.2
Eminence,2017,30.0,30.0
Emiway Bantai,2018,52.5,52.5
Emma,2019,47.0,47.0
Emma Clair,2019,33.0,33.0
Emma Sameth,2018,55.0,55.0
Emmanuel Franco,2020,35.0,35.0
Emmit Fenn,2015,52.0,52.0
Emmit Fenn,2017,40.5,40.5
Emmit Fenn,2019,53.0,53.0
Empire Cast,2015,22.0,22.0
Emre Cizmeci,2019,14.0,14.0
Emrod,2017,44.5,44.5
En Vogue,1990,58.0,58.0
En Vogue,1992,53.666666666666664,53.7
En Vogue,1997,60.0,60.0
En Vogue,2001,18.0,18.0
Encure,2019,45.0,45.0
End of the World,2019,65.0,65.0
Enghel,2013,32.0,32.0
England Dan,1905,61.0,61.0
Enio Silveti,2019,35.0,35.0
Enrico Nigiotti,2019,50.0,50.0
Enrico Sangiuliano,2018,50.0,50.0
Enrique Iglesias,1905,6.0,6.0
Enrique Iglesias,2010,65.0,65.0
Enrique Iglesias,2014,56.666666666666664,56.7
Enrique Iglesias,2016,72.0,72.0
Enrique Iglesias,2017,74.0,74.0
Enrique Iglesias,2018,68.0,68.0
Entre Linhas,2019,38.0,38.0
Enur,2008,0.0,0.0
Enzo Dong,2019,64.0,64.0
Enzo Ingrosso,2019,58.0,58.0
Epektase,2019,56.0,56.0
Ephwurd,2018,14.0,14.0
Epidemic,2014,16.0,16.0
Epifania,2018,43.0,43.0
Epifania,2019,47.666666666666664,47.7
Eprom,2019,42.0,42.0
Equalisation,2020,17.0,17.0
Equalz,2016,48.0,48.0
Equalz,2019,47.4,47.4
Era Istrefi,2016,44.0,44.0
Era Istrefi,2017,29.0,29.0
Eraserheads,1993,56.0,56.0
Eraserheads,2004,54.0,54.0
Erasure,1988,65.5,65.5
Erasure,1991,0.0,0.0
Erasure,2009,3.0,3.0
Erasure,2015,0.5,0.5
Eredaze,2019,39.0,39.0
Eric Bellinger,2015,57.0,57.0
Eric Bellinger,2019,55.0,55.0
Eric Burdon,1976,51.0,51.0
Eric Church,2018,56.0,56.0
Eric Clapton,1970,15.0,15.0
Eric Clapton,1977,70.0,70.0
Eric Clapton,1978,51.0,51.0
Eric Clapton,1992,73.0,73.0
Eric Clapton,1995,21.0,21.0
Eric Clapton,1999,52.5,52.5
Eric Clapton,2018,41.0,41.0
Eric Prydz,1905,15.5,15.5
Eric Prydz,2008,65.0,65.0
Eric Roberson,2011,29.666666666666668,29.7
Erica Campbell,2015,0.0,0.0
Erick Decks,2007,18.0,18.0
Erick Morillo,1905,18.5,18.5
Erick Morillo,2011,0.0,0.0
Erick Morillo,2012,49.0,49.0
Erick Morillo,2016,22.0,22.0
Erick Morillo,2017,16.0,16.0
Erick Morillo,2018,6.0,6.0
Ericovich,2019,40.0,40.0
Erik Kearing,2019,41.0,41.0
Erika Ender,2007,40.0,40.0
Erlandsson,2017,34.0,34.0
Erlandsson,2018,28.5,28.5
Erlandsson,2019,46.5,46.5
Eros Ramazzotti,2018,57.5,57.5
Erre XI,2008,47.0,47.0
Erwin de Ruiter,2017,31.0,31.0
Erykah Badu,1997,39.142857142857146,39.1
Erykah Badu,2000,43.833333333333336,43.8
Erykah Badu,2003,21.0,21.0
Erykah Badu,2008,15.0,15.0
Erykah Badu,2010,41.75,41.8
Eryn Allen Kane,2015,43.5,43.5
Esbie Fonte,2019,16.0,16.0
Escape With Romeo,1989,32.0,32.0
Escape the Fate,2013,0.0,0.0
Escape the Fate,2018,29.0,29.0
Esco,2018,14.0,14.0
Esco,2019,19.0,19.0
Ese Lil Joker,2009,7.0,7.0
Esko,2015,0.0,0.0
Esperanza Spalding,2008,41.25,41.2
Estelle,2008,0.0,0.0
Estelle,2012,39.0,39.0
Estelle,2019,56.0,56.0
Esther Phillips,2005,47.0,47.0
Estikay,2020,52.0,52.0
Estrella Morente,2006,51.0,51.0
Estro,2019,34.0,34.0
Eternal,1905,25.0,25.0
Eternal,2014,3.0,3.0
Etta James,1905,25.0,25.0
Etta James,2011,0.0,0.0
Europe,1905,68.66666666666667,68.7
Europe,2012,44.0,44.0
Eurythmics,1983,71.5,71.5
Eurythmics,1985,47.0,47.0
Eva Simons,2013,0.0,0.0
Eva Simons,2015,0.0,0.0
Eva Simons,2016,0.0,0.0
Eva Under Fire,2018,0.0,0.0
Evaluna Montaner,2018,47.5,47.5
Evalyn,2017,43.0,43.0
Evan Blum,2019,16.0,16.0
Evan Craft,2017,0.0,0.0
Evan Petruzzi,2018,26.0,26.0
Evan Troop,2019,33.0,33.0
Evanescence,1905,0.0,0.0
Evanescence,2003,68.0,68.0
Evans Blue,2010,0.0,0.0
Eve,2001,66.5,66.5
Eve,2013,0.0,0.0
Eve To Adam,2013,42.0,42.0
Evelyn DuVall,2019,15.0,15.0
Everclear,1995,68.0,68.0
Evernone,2020,47.0,47.0
Everything Is Recorded,2017,32.0,32.0
Evie Clair,2020,41.0,41.0
Evokings,2019,37.0,37.0
Exact Change Project,2012,26.0,26.0
Example,2019,61.0,61.0
Excision,2015,0.0,0.0
Excision,2018,58.0,58.0
Exile,1905,57.0,57.0
Extreme,1990,75.0,75.0
Extreme Music,2015,21.0,21.0
Eyes Everywhere,2018,20.0,20.0
Eylie,2019,41.0,41.0
Ez Quew,2019,43.0,43.0
Ezio Oliva,2017,55.0,55.0
Ezra Collective,2019,52.0,52.0
Ezra Vine,2014,60.0,60.0
FABV,2019,38.0,38.0
FANATICS,2019,42.0,42.0
FANNYPACK,2019,39.0,39.0
FARR,2017,39.0,39.0
FAULHABER,2018,46.0,46.0
FAULHABER,2019,51.0,51.0
FBC,2019,52.0,52.0
FDVM,2015,26.0,26.0
FEARSTbeats,2018,35.0,35.0
FG,2018,33.0,33.0
FG Famous,2018,40.0,40.0
FINNEAS,2018,77.0,77.0
FISHER,2017,68.5,68.5
FISHER,2018,69.5,69.5
FIXL,2020,47.0,47.0
FKA twigs,2014,58.0,58.0
FKA twigs,2019,58.0,58.0
FKJ,2014,27.5,27.5
FKJ,2017,60.0,60.0
FLETCHER,2019,69.75,69.8
FLORA,2019,29.0,29.0
FMK,2018,30.5,30.5
FMK,2019,62.5,62.5
FMLYBND,2020,32.0,32.0
FRENSHIP,2014,41.0,41.0
FRENSHIP,2016,59.5,59.5
FRENSHIP,2017,57.0,57.0
FRENSHIP,2019,48.0,48.0
FSK SATELLITE,2019,70.66666666666667,70.7
FTampa,2016,13.0,13.0
FTampa,2017,41.0,41.0
FUNKYBEAT,2019,33.0,33.0
FWHO,2019,37.0,37.0
Faber Drive,2007,45.0,45.0
Fabian Mazur,2017,62.0,62.0
Fabian Mazur,2018,52.5,52.5
Fabian Mazur,2019,47.0,47.0
Fabio Carry,2015,44.0,44.0
Fabio Rovazzi,2019,62.0,62.0
Fabio Vela,2019,26.0,26.0
Fabolous,2003,62.0,62.0
Fabolous,2007,55.5,55.5
Fabolous,2015,35.0,35.0
Fabolous,2019,64.0,64.0
Facemob,2013,4.0,4.0
Fahrland,2019,23.0,23.0
Fainal,2010,48.0,48.0
Fairlane,2019,46.5,46.5
Faith Evans,1905,52.2,52.2
Faith Evans,2005,37.0,37.0
Faith Evans,2010,7.0,7.0
Faith Evans,2012,26.0,26.0
Faithless,2005,57.0,57.0
Fake Mood,2015,1.0,1.0
Fake Pictures,2017,9.0,9.0
Fakear,2019,43.0,43.0
Falco,1905,1.0,1.0
Falco,2010,47.0,47.0
Falco,2018,32.0,32.0
Fall Out Boy,2007,71.5,71.5
Fall Out Boy,2008,59.0,59.0
Fall Out Boy,2013,63.333333333333336,63.3
Fall Out Boy,2015,71.25,71.2
Fall Out Boy,2017,3.0,3.0
Fallen Roses,2020,53.5,53.5
Falling Decibyls,2019,38.0,38.0
Falling In Reverse,2019,75.0,75.0
Falling North,2019,45.0,45.0
Famba,2018,46.0,46.0
Famba,2019,40.333333333333336,40.3
Fame on Fire,2017,59.0,59.0
Fame on Fire,2019,53.0,53.0
Familjen,2007,0.0,0.0
Familjen,2008,0.0,0.0
Famous Dex,2017,72.0,72.0
Famous Dex,2018,75.0,75.0
Fanny Lu,1905,1.0,1.0
Fanny Lu,2008,0.0,0.0
Fanny Lu,2009,40.0,40.0
Fanny Lu,2012,32.5,32.5
Fanny Lu,2019,45.0,45.0
Fantasia,2004,54.0,54.0
Fantasia,2006,68.0,68.0
Fantasia,2010,36.0,36.0
Fantasia,2013,49.0,49.0
Fantasia,2019,29.0,29.0
Fanvel,2017,26.0,26.0
Far East Movement,2010,68.0,68.0
Far East Movement,2014,0.0,0.0
Far East Movement,2016,25.0,25.0
Far Out,2018,12.0,12.0
Far Out,2019,6.0,6.0
Fard,2018,27.0,27.0
Fareoh,2017,0.0,0.0
Farina,2019,71.0,71.0
Farnell Newton,2019,12.0,12.0
Farruko,2010,57.0,57.0
Farruko,2011,53.0,53.0
Farruko,2014,2.0,2.0
Farruko,2015,44.0,44.0
Farruko,2016,50.666666666666664,50.7
Farruko,2017,54.666666666666664,54.7
Farruko,2018,3.0,3.0
Farruko,2019,62.714285714285715,62.7
Faruz Feet,2020,31.0,31.0
Fase,2002,27.0,27.0
Fastball,1998,62.0,62.0
Faster Pussycat,1989,53.0,53.0
Fat Joe,2001,72.0,72.0
Fat Joe,2006,54.0,54.0
Fat Joe,2016,68.0,68.0
Fat Nick,2016,60.0,60.0
Fat Nick,2017,50.0,50.0
Fat Pat,1905,0.0,0.0
Fat Pat,1998,30.0,30.0
Fat Pat,2012,3.0,3.0
Fatai,2019,29.0,29.0
Fatboy Slim,1998,44.0,44.0
Fatboy Slim,2010,32.0,32.0
Fatboy Slim,2018,62.0,62.0
Fatboy Slim,2019,28.0,28.0
Fates Warning,1905,34.0,34.0
Fatesky,2019,33.0,33.0
Father John Misty,2015,60.0,60.0
Father MC,1990,31.0,31.0
Father MC,1992,15.5,15.5
Father MC,2010,30.5,30.5
Father MC,2011,23.0,23.0
Fatima,1905,41.0,41.0
Fatlip,1905,0.0,0.0
Faucon,2019,33.0,33.0
Faustix,2018,59.5,59.5
Faustix,2019,61.0,61.0
Favian Lovo,2019,56.0,56.0
Favored Nations,2013,55.0,55.0
Faya,2013,1.0,1.0
Faydee,2015,40.0,40.0
Faydee,2016,12.0,12.0
Faydee,2019,61.0,61.0
Faye Meana,2017,16.5,16.5
Faye Webster,2019,43.0,43.0
Fayn,2017,3.0,3.0
Fayn,2019,0.0,0.0
Fe Ribeiro,2019,37.0,37.0
Feathers,2013,35.0,35.0
Fedde Le Grand,2014,41.0,41.0
Fedde Le Grand,2015,32.0,32.0
Fedde Le Grand,2019,64.0,64.0
Federico Franchi,2007,0.0,0.0
Fee Gonzales,2019,29.0,29.0
Feed Me,2019,36.0,36.0
Feenixpawl,2013,34.0,34.0
Feenixpawl,2015,0.0,0.0
Feenixpawl,2016,32.0,32.0
Fefe Dobson,2010,24.0,24.0
Feid,2019,70.2,70.2
Feindflug,2008,0.0,0.0
Feint,2015,4.0,4.0
Fela Kuti,1973,27.0,27.0
Felibena,2020,4.0,4.0
Felipe Flip,2019,36.0,36.0
Felix,2015,37.0,37.0
Felix Cartal,2013,0.0,0.0
Felix Cartal,2016,35.0,35.0
Felix Cartal,2017,0.0,0.0
Felix Cartal,2019,59.0,59.0
Felix Jaehn,2014,2.0,2.0
Felix Jaehn,2015,19.0,19.0
Felix Jaehn,2016,9.0,9.0
Felix Jaehn,2018,53.25,53.2
Felix Jaehn,2019,68.33333333333333,68.3
Felix Palmqvist,2017,35.0,35.0
Fella,2019,47.0,47.0
Felly,2014,1.5,1.5
Felon,2015,19.0,19.0
Femina,2014,52.0,52.0
Fenris,2018,29.0,29.0
Fer Palacio,2019,75.0,75.0
Ferdinand Weber,2015,2.0,2.0
Ferdinand Weber,2020,24.0,24.0
Ferdy,1905,0.0,0.0
Fergie,2006,74.0,74.0
Fermin IV,2019,36.0,36.0
Ferreck Dawn,2018,43.0,43.0
Fetty Wap,2015,70.33333333333333,70.3
Fetty Wap,2016,0.0,0.0
Fever Feel,2019,29.5,29.5
Fey,1996,61.0,61.0
Fey,2004,51.0,51.0
Feyago,2016,29.0,29.0
Ffion,2017,0.0,0.0
Fickle Friends,2017,0.0,0.0
Fickle Friends,2018,37.8,37.8
Fiction Factory,1984,57.0,57.0
Fideo y los del mondo,2016,17.0,17.0
Fideo y los del mondo,2019,26.5,26.5
Field Mob,2006,52.0,52.0
Fifth Harmony,2015,74.0,74.0
Fifth Harmony,2016,56.75,56.8
Figub Brazlevic,2019,52.333333333333336,52.3
Fili,2019,38.0,38.0
Filip Jenven,2014,38.0,38.0
Filipe Catto,2017,33.0,33.0
Filipe Ret,2019,68.0,68.0
Filipek,2019,53.0,53.0
Fine Young Cannibals,1988,71.0,71.0
FineRefined,2018,16.0,16.0
FineRefined,2019,25.0,25.0
Finesse,2020,43.0,43.0
Finley Quaye,1997,46.0,46.0
Fiona Apple,1996,61.0,61.0
Fire From The Gods,2019,49.333333333333336,49.3
Firebeatz,2014,11.0,11.0
Firebeatz,2015,26.0,26.0
Firebeatz,2017,0.0,0.0
Firebeatz,2018,28.0,28.0
Firebeatz,2019,49.0,49.0
Firefall,2009,27.333333333333332,27.3
Firehouse,1990,55.0,55.0
Firetek,2019,32.5,32.5
Firewoodisland,2016,11.0,11.0
Fish Go Deep,1905,49.0,49.0
Fishbach,2017,31.0,31.0
Fishbach,2018,31.0,31.0
Fitz and The Tantrums,2010,28.0,28.0
Fitz and The Tantrums,2013,67.0,67.0
Fitz and The Tantrums,2017,67.0,67.0
Fitz and The Tantrums,2019,58.0,58.0
Five Finger Death Punch,1905,0.0,0.0
Five Finger Death Punch,2007,0.0,0.0
Five Finger Death Punch,2009,69.0,69.0
Five Finger Death Punch,2011,21.25,21.2
Five Finger Death Punch,2013,36.25,36.2
Five Finger Death Punch,2015,58.666666666666664,58.7
Five Finger Death Punch,2017,65.0,65.0
Five Finger Death Punch,2019,62.0,62.0
Five Finger Death Punch,2020,68.0,68.0
Five Revolutions,2017,33.0,33.0
Fivio Foreign,2019,73.0,73.0
Fivio Foreign,2020,40.0,40.0
Fiya,2014,34.0,34.0
Flamma,2019,30.0,30.0
Flatdisk,2016,41.0,41.0
Flatdisk,2019,38.0,38.0
Flatt Lonesome,2016,2.0,2.0
Flavien Berger,2018,51.0,51.0
Fleet Foxes,2011,59.0,59.0
Fleetwood Mac,1975,64.0,64.0
Fleetwood Mac,1977,50.625,50.6
Fleetwood Mac,1987,42.5,42.5
Fleetwood Mac,1988,61.666666666666664,61.7
Fleetwood Mac,2018,44.5,44.5
Fler,2010,34.0,34.0
Fler,2016,0.0,0.0
Fler,2018,0.0,0.0
Flesh For Lulu,1987,39.0,39.0
Fletcher Reed,2020,41.0,41.0
Fleurie,2016,47.0,47.0
Flex,2007,57.0,57.0
Flight Club,2019,21.0,21.0
Flip Capella,2019,40.0,40.0
Flipp Dinero,2018,78.0,78.0
Flipp Dinero,2019,80.0,80.0
Flipsyde,2005,3.0,3.0
Fliptrix,2012,45.0,45.0
Flo Rida,2008,79.0,79.0
Flo Rida,2010,72.0,72.0
Flo Rida,2012,70.5,70.5
Flo Rida,2015,65.25,65.2
Flo Rida,2017,26.0,26.0
Flo Rida,2018,53.0,53.0
FloFilz,2020,53.0,53.0
Floetry,2002,51.5,51.5
Floor Bangas,2012,0.0,0.0
Flor de Toloache,2019,42.0,42.0
Florence Black,2019,39.0,39.0
Florian Picasso,2015,0.0,0.0
Florian Picasso,2016,0.0,0.0
Florida Georgia Line,2012,70.0,70.0
Florin Gindu,2016,17.0,17.0
Flosstradamus,2013,0.0,0.0
Flosstradamus,2015,41.0,41.0
Flosstradamus,2016,61.0,61.0
Flosstradamus,2018,25.0,25.0
Flovry,2019,55.0,55.0
FlowBack,2019,29.0,29.0
Flowbee,2005,0.0,0.0
Fluex,2018,50.0,50.0
Flug,2018,9.0,9.0
Flughand,2017,58.0,58.0
Flughand,2019,57.0,57.0
Flume,2016,32.75,32.8
Flume,2017,22.0,22.0
Flume,2019,61.666666666666664,61.7
Flux Pavilion,2015,56.5,56.5
Flux Pavilion,2016,20.0,20.0
Flux Pavilion,2019,41.0,41.0
Fly,2019,39.0,39.0
Fly By Midnight,2019,61.0,61.0
Fly Ty,2016,0.0,0.0
Flyboiz,2019,50.0,50.0
Flying Colors,2014,39.0,39.0
Flying Lotus,2007,51.0,51.0
Flying Lotus,2014,60.0,60.0
Flying Lotus,2019,38.0,38.0
Flyleaf,1905,48.0,48.0
Flyleaf,2014,0.0,0.0
Flylitegemini,2019,29.0,29.0
Flynn,2018,47.0,47.0
Flyte,2015,0.0,0.0
Foals,2013,70.0,70.0
Foals,2015,59.0,59.0
Focus,1905,49.0,49.0
Focus the Truth,2017,32.0,32.0
Foghat,1905,45.666666666666664,45.7
Foley,2019,40.0,40.0
Fonseca,1905,45.0,45.0
Fonseca,2005,23.0,23.0
Fonseca,2006,6.0,6.0
Fonseca,2008,60.0,60.0
Fonseca,2015,49.0,49.0
Fonseca,2018,65.0,65.0
Foo Fighters,1997,71.33333333333333,71.3
Foo Fighters,1999,73.0,73.0
Foo Fighters,2006,1.0,1.0
Foo Fighters,2007,67.0,67.0
Foo Fighters,2009,65.5,65.5
Foo Fighters,2011,64.0,64.0
Foo Fighters,2014,55.0,55.0
Foo Fighters,2017,54.0,54.0
For All Seasons,2017,39.0,39.0
Foreign Air,2015,61.0,61.0
Foreign Air,2016,45.0,45.0
Foreign Air,2019,49.0,49.0
Foreigner,1905,58.142857142857146,58.1
Foreigner,1977,54.5,54.5
Foreigner,1984,77.0,77.0
Foreigner,2008,38.4,38.4
Foreigner,2017,26.0,26.0
Forester,2019,33.0,33.0
Formal One,2018,36.0,36.0
Formell,2015,34.0,34.0
Formula,2005,12.0,12.0
Fort Minor,2005,58.0,58.0
Fortuno,2019,43.0,43.0
Foster The People,2011,83.0,83.0
Foster The People,2014,29.0,29.0
Foster The People,2017,74.0,74.0
Foster The People,2019,73.0,73.0
Fotty Seven,2019,44.0,44.0
Fouk,2015,44.5,44.5
Fouk,2016,0.0,0.0
Fouli,2019,58.0,58.0
Fountains Of Wayne,2003,73.0,73.0
Four Tet,2019,52.0,52.0
Four Year Strong,2020,26.0,26.0
Foxa,2019,41.8,41.8
Foxx,2007,36.0,36.0
Foxy Brown,1996,0.0,0.0
Foxy Brown,2003,26.0,26.0
Foxy Brown,2014,0.0,0.0
Foy Vance,2016,35.0,35.0
Fozzy,2017,56.0,56.0
Fozzy,2019,54.0,54.0
Fra Lippo Lippi,1905,54.0,54.0
Fra Lippo Lippi,1987,45.0,45.0
Fra Lippo Lippi,1992,57.0,57.0
Fractite,2020,31.0,31.0
Fragma,2008,0.0,0.0
Framing Hanley,2014,18.0,18.0
Fran Lover,2019,24.0,24.0
Franc Moody,2017,46.0,46.0
Franc Moody,2018,49.5,49.5
Francesca Michielin,2019,68.0,68.0
Francis Davila,2017,31.0,31.0
Francisca La Braza,2018,51.0,51.0
Francisca Valenzuela,2020,53.0,53.0
Franco Masini,2019,38.5,38.5
Frank Brinelle,2018,42.0,42.0
Frank Cherryman,2012,1.0,1.0
Frank Mccomb,2000,9.0,9.0
Frank Ocean,2011,68.0,68.0
Frank Ocean,2012,63.285714285714285,63.3
Frank Ocean,2014,51.0,51.0
Frank Ocean,2016,64.8,64.8
Frank Ocean,2017,67.25,67.2
Frank Ocean,2018,70.0,70.0
Frank Ocean,2019,79.0,79.0
Frank Pierce,2017,49.0,49.0
Frank Reyes,1905,61.0,61.0
Frank Reyes,2019,27.0,27.0
Frank Walker,2018,47.0,47.0
Frank Walker,2019,52.0,52.0
Frank Zappa,1974,37.0,37.0
FrankJavCee,2017,45.0,45.0
Frankie Bones,2017,34.0,34.0
Frankie Goes To Hollywood,1905,11.0,11.0
Frankie Ruiz,2017,47.0,47.0
Frankie Valli,1905,64.0,64.0
Franklin Embry,2014,32.0,32.0
Franklin Embry,2016,45.0,45.0
Franky Rizardo,2012,21.0,21.0
Franky Wah,2019,50.0,50.0
Frans,2016,35.0,35.0
Frans,2019,44.0,44.0
Franz Ferdinand,1905,73.0,73.0
Franz Ferdinand,2005,30.0,30.0
Frawley,2019,46.5,46.5
Freak Daddy,2019,38.0,38.0
Freak Nasty,1996,50.0,50.0
Freak Nasty,2006,25.0,25.0
Freakangel,2011,0.0,0.0
Fred De Palma,2018,38.0,38.0
Fred De Palma,2019,55.2,55.2
Fred Falke,2010,1.0,1.0
Fred Hammond,1997,54.0,54.0
Fred Hammond,2000,33.333333333333336,33.3
Fred Hammond,2003,50.0,50.0
Fred Hammond,2014,39.0,39.0
Freddie Gibbs,2014,34.5,34.5
Freddie Jackson,1985,53.0,53.0
Freddie Joachim,2019,52.0,52.0
Freddy Moreira,2016,26.5,26.5
Freddy Moreira,2017,0.0,0.0
Fredo,2019,75.0,75.0
Fredro Starr,2013,10.75,10.8
Free,1970,70.0,70.0
Free,1991,0.0,0.0
Free,2005,13.0,13.0
Free,2012,23.0,23.0
Free Nationals,2018,60.0,60.0
Free Shots,2019,30.5,30.5
FreeG,2017,0.0,0.0
FreeGuerrero,2019,18.0,18.0
